drug_concept_id,outcome_concept_id,lrt_p,adj_p,group,sig_group,drug_concept,outcome_concept,SOC,Level_4_Des,Level_3_Des,Level_2_Des,Level_1_Des
1304643,36313965,2.16E-21,9.92E-14,adult_children_senior_youth,senior,darbepoetin alfa,investigation,Investigations,Other antianemic preparations,OTHER ANTIANEMIC PREPARATIONS,ANTIANEMIC PREPARATIONS,BLOOD AND BLOOD FORMING ORGANS
970250,36110597,2.22E-21,1.02E-13,adult_children_senior_youth,children,spironolactone,pneumonia,Infections and infestations,Aldosterone antagonists,POTASSIUM-SPARING AGENTS,DIURETICS,CARDIOVASCULAR SYSTEM
19035704,36416551,2.25E-21,1.03E-13,adult_children_senior_youth,adult,calcium carbonate,osteoporosis,$Metabolism and nutrition disorders$Musculoskeletal and connective tissue disorders,"$Calcium compounds$Calcium$Ascorbic acid (vitamin C), combinations","$ANTACIDS$CALCIUM$ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",$DRUGS FOR ACID RELATED DISORDERS$MINERAL SUPPLEMENTS$VITAMINS,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM
19003999,36009895,2.33E-21,1.07E-13,adult_children_senior_youth,children,mycophenolate mofetil,graft versus host disease,"Injury, poisoning and procedural complications",0,0,0,0
1312706,36110874,2.35E-21,1.08E-13,adult_children_senior_youth,children,alemtuzumab,cytomegalovirus infection,Infections and infestations,Selective immunosuppressants,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1338512,36918858,2.64E-21,1.21E-13,adult_children_senior_youth,adult,doxorubicin,anxiety,Psychiatric disorders,Anthracyclines and related substances,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
40239330,35607430,2.75E-21,1.26E-13,adult_senior,senior,telaprevir,retinopathy,Eye disorders,Antivirals for treatment of HCV infections,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
705944,35808828,2.76E-21,1.27E-13,adult_children_youth,children,methylphenidate,application site swelling,General disorders and administration site conditions,Centrally acting sympathomimetics,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",PSYCHOANALEPTICS,NERVOUS SYSTEM
1133201,35808822,2.83E-21,1.30E-13,adult_children_senior_youth,adult,buprenorphine,application site pruritus,General disorders and administration site conditions,$Drugs used in opioid dependence$Drugs used in opioid dependence$Oripavine derivatives,$DRUGS USED IN ADDICTIVE DISORDERS$DRUGS USED IN ADDICTIVE DISORDERS$OPIOIDS,$OTHER NERVOUS SYSTEM DRUGS$OTHER NERVOUS SYSTEM DRUGS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
19012598,36211303,2.83E-21,1.30E-13,adult_children_senior_youth,senior,vecuronium,injury,"Injury, poisoning and procedural complications",Other quaternary ammonium compounds,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
1151789,35809013,2.91E-21,1.34E-13,adult_children_senior_youth,youth,etanercept,injection site rash,General disorders and administration site conditions,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
729855,35708171,3.21E-21,1.48E-13,adult_children_senior_youth,children_youth,botulinum toxin type A,dysphagia,Gastrointestinal disorders,0,0,0,0
1503297,36919118,3.25E-21,1.49E-13,adult_children_senior_youth,youth,metformin,mental status changes,Psychiatric disorders,$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Biguanides$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs,"$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM
1154029,35205259,3.26E-21,1.50E-13,adult_children_senior_youth,children_youth,fentanyl,pulmonary oedema,"Respiratory, thoracic and mediastinal disorders",$Opioid anesthetics$Phenylpiperidine derivatives$Opioid anesthetics,"$ANESTHETICS, GENERAL$OPIOIDS$ANESTHETICS, GENERAL",$ANESTHETICS$ANALGESICS$ANESTHETICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
1151789,36516824,3.32E-21,1.52E-13,adult_children_senior_youth,senior,etanercept,osteoarthritis,Musculoskeletal and connective tissue disorders,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
739138,36919230,3.33E-21,1.53E-13,adult_children_senior_youth,youth,sertraline,completed suicide,General disorders and administration site conditions,Selective serotonin reuptake inhibitors,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
1589505,43053904,3.41E-21,1.57E-13,adult_children_youth,children,levonorgestrel,exposure during pregnancy,"Injury, poisoning and procedural complications","$Progestogens and estrogens, sequential preparations$Emergency contraceptives$Progestogens$Progestogens and estrogens, sequential preparations$Progestogens and estrogens, fixed combinations$Progestogens and estrogens, fixed combinations",$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$PROGESTOGENS AND ESTROGENS IN COMBINATION$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$PROGESTOGENS AND ESTROGENS IN COMBINATION,$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES
1589505,35406392,3.46E-21,1.59E-13,adult_children_senior_youth,adult,levonorgestrel,vertigo,$Ear and labyrinth disorders$Nervous system disorders,"$Progestogens and estrogens, sequential preparations$Emergency contraceptives$Progestogens$Progestogens and estrogens, sequential preparations$Progestogens and estrogens, fixed combinations$Progestogens and estrogens, fixed combinations",$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$PROGESTOGENS AND ESTROGENS IN COMBINATION$HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE$PROGESTOGENS AND ESTROGENS IN COMBINATION,$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES
705103,35607287,3.63E-21,1.66E-13,adult_children_senior_youth,children,lamotrigine,oculogyric crisis,Eye disorders,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
19014878,36009833,3.77E-21,1.73E-13,adult_children_senior_youth,senior,azathioprine,rheumatoid arthritis,Immune system disorders,Other immunosuppressants,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1777087,35606985,4.16E-21,1.91E-13,adult_senior,senior,hydroxychloroquine,glaucoma,Eye disorders,Aminoquinolines,ANTIMALARIALS,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
1154161,36919048,4.18E-21,1.92E-13,adult_children_senior_youth,children,montelukast,frustration,0,$Leukotriene receptor antagonists$Leukotriene receptor antagonists,$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$RESPIRATORY SYSTEM$RESPIRATORY SYSTEM
1177480,35809115,4.23E-21,1.94E-13,adult_children_senior_youth,children,ibuprofen,condition aggravated,General disorders and administration site conditions,"$Antiinflammatory products for vaginal administration$Other cardiac preparations$Propionic acid derivatives$Antiinflammatory preparations, non-steroids for topical use$Other throat preparations$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Propionic acid derivatives","$OTHER GYNECOLOGICALS$OTHER CARDIAC PREPARATIONS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$THROAT PREPARATIONS$OPIOIDS$OPIOIDS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",$OTHER GYNECOLOGICALS$CARDIAC THERAPY$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$THROAT PREPARATIONS$ANALGESICS$ANALGESICS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,$GENITO URINARY SYSTEM AND SEX HORMONES$CARDIOVASCULAR SYSTEM$MUSCULO-SKELETAL SYSTEM$MUSCULO-SKELETAL SYSTEM$RESPIRATORY SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$MUSCULO-SKELETAL SYSTEM
19026972,35809120,4.67E-21,2.14E-13,adult_children_senior_youth,children_youth,lenalidomide,disease progression,General disorders and administration site conditions,Other immunosuppressants,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
735979,37019321,4.89E-21,2.24E-13,adult_children_senior_youth,senior,risperidone,renal impairment,Renal and urinary disorders,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1508439,36818833,5.00E-21,2.29E-13,adult_children_youth,youth,mifepristone,pregnancy,"Pregnancy, puerperium and perinatal conditions",$Progesterone receptor modulators$Progesterone receptor modulators,$OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES
44507700,36718563,5.05E-21,2.32E-13,adult_senior_youth,youth,vortioxetine,hypersomnia,$Nervous system disorders$Psychiatric disorders,Other antidepressants,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
715233,35809134,5.06E-21,2.32E-13,adult_children_senior_youth,youth,baclofen,hyperhidrosis,Skin and subcutaneous tissue disorders,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
750982,35204960,5.30E-21,2.43E-13,adult_children_senior_youth,children,bupropion,sinus tachycardia,Cardiac disorders,$Centrally acting antiobesity products$Other antidepressants,"$ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS$ANTIDEPRESSANTS","$ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS$PSYCHOANALEPTICS",$ALIMENTARY TRACT AND METABOLISM$NERVOUS SYSTEM
924566,37019456,5.62E-21,2.58E-13,adult_senior_youth,youth,tamsulosin,nephrolithiasis,Renal and urinary disorders,$Alpha-adrenoreceptor antagonists$Alpha-adrenoreceptor antagonists$Sulfonamides$Alpha-adrenoreceptor antagonists,"$DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY$DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY$ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS$DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY",$UROLOGICALS$UROLOGICALS$GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS$UROLOGICALS,$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES
705944,42889647,5.75E-21,2.64E-13,adult_children_senior_youth,youth,methylphenidate,toxicity to various agents,"Injury, poisoning and procedural complications",Centrally acting sympathomimetics,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",PSYCHOANALEPTICS,NERVOUS SYSTEM
44785094,43053853,5.96E-21,2.74E-13,adult_children_senior,senior,sofosbuvir,hepatocellular carcinoma,Hepatobiliary disorders,$Antivirals for treatment of HCV infections$Antivirals for treatment of HCV infections$Antivirals for treatment of HCV infections$Antivirals for treatment of HCV infections,$DIRECT ACTING ANTIVIRALS$DIRECT ACTING ANTIVIRALS$DIRECT ACTING ANTIVIRALS$DIRECT ACTING ANTIVIRALS,$ANTIVIRALS FOR SYSTEMIC USE$ANTIVIRALS FOR SYSTEMIC USE$ANTIVIRALS FOR SYSTEMIC USE$ANTIVIRALS FOR SYSTEMIC USE,$ANTIINFECTIVES FOR SYSTEMIC USE$ANTIINFECTIVES FOR SYSTEMIC USE$ANTIINFECTIVES FOR SYSTEMIC USE$ANTIINFECTIVES FOR SYSTEMIC USE
1344905,37019321,6.07E-21,2.78E-13,adult_children_senior_youth,youth,carboplatin,renal impairment,Renal and urinary disorders,Platinum compounds,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
902427,35809077,6.16E-21,2.83E-13,adult_children_senior,children,timolol,lethargy,Nervous system disorders,"$Beta blocking agents, non-selective$Beta blocking agents$Beta blocking agents, non-selective, and thiazides$Beta blocking agents, non-selective, thiazides and other diuretics$Beta blocking agents","$BETA BLOCKING AGENTS$ANTIGLAUCOMA PREPARATIONS AND MIOTICS$BETA BLOCKING AGENTS AND THIAZIDES$BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS$ANTIGLAUCOMA PREPARATIONS AND MIOTICS",$BETA BLOCKING AGENTS$OPHTHALMOLOGICALS$BETA BLOCKING AGENTS$BETA BLOCKING AGENTS$OPHTHALMOLOGICALS,$CARDIOVASCULAR SYSTEM$SENSORY ORGANS$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$SENSORY ORGANS
42904205,35809059,6.27E-21,2.88E-13,adult_children_senior_youth,senior,tofacitinib,death,General disorders and administration site conditions,Selective immunosuppressants,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
739138,36110597,6.31E-21,2.90E-13,adult_children_senior_youth,senior,sertraline,pneumonia,Infections and infestations,Selective serotonin reuptake inhibitors,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
40222444,35104883,6.57E-21,3.01E-13,adult_children_senior,adult,denosumab,neutropenia,Blood and lymphatic system disorders,Other drugs affecting bone structure and mineralization,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,DRUGS FOR TREATMENT OF BONE DISEASES,MUSCULO-SKELETAL SYSTEM
1119119,36313985,6.63E-21,3.04E-13,adult_senior_youth,senior,adalimumab,blood cholesterol increased,Investigations,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
703244,36919045,6.91E-21,3.17E-13,adult_children_youth,children_youth,paliperidone,emotional disorder,Psychiatric disorders,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1309068,35809357,7.11E-21,3.26E-13,adult_children_senior_youth,children,minoxidil,therapeutic response unexpected,General disorders and administration site conditions,$Other dermatologicals$Pyrimidine derivatives,"$OTHER DERMATOLOGICAL PREPARATIONS$ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",$OTHER DERMATOLOGICAL PREPARATIONS$ANTIHYPERTENSIVES,$DERMATOLOGICALS$CARDIOVASCULAR SYSTEM
1154029,36211484,7.29E-21,3.34E-13,adult_children_senior_youth,children,fentanyl,accidental exposure,"Injury, poisoning and procedural complications",$Opioid anesthetics$Phenylpiperidine derivatives$Opioid anesthetics,"$ANESTHETICS, GENERAL$OPIOIDS$ANESTHETICS, GENERAL",$ANESTHETICS$ANALGESICS$ANESTHETICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
735979,37019318,7.30E-21,3.35E-13,adult_children_senior_youth,senior,risperidone,renal failure,Renal and urinary disorders,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
19014878,35708044,7.40E-21,3.40E-13,adult_children_senior_youth,children_youth,azathioprine,colitis ulcerative,Gastrointestinal disorders,Other immunosuppressants,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1310317,36110852,7.49E-21,3.44E-13,adult_children_senior_youth,children,cyclophosphamide,adenovirus infection,Infections and infestations,Nitrogen mustard analogues,ALKYLATING AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1551099,35809059,8.02E-21,3.68E-13,adult_children_senior_youth,senior,prednisone,death,General disorders and administration site conditions,$Corticosteroids acting locally$Glucocorticoids,"$INTESTINAL ANTIINFLAMMATORY AGENTS$CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","$ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS$CORTICOSTEROIDS FOR SYSTEMIC USE","$ALIMENTARY TRACT AND METABOLISM$SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
1103640,35708202,8.10E-21,3.72E-13,adult_children_senior_youth,senior,methadone,nausea,Gastrointestinal disorders,$Drugs used in opioid dependence$Diphenylpropylamine derivatives,$DRUGS USED IN ADDICTIVE DISORDERS$OPIOIDS,$OTHER NERVOUS SYSTEM DRUGS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM
1734104,37622465,8.34E-21,3.83E-13,adult_children_senior_youth,youth,azithromycin,deep vein thrombosis,Vascular disorders,$Combinations of antibacterials$Antibiotics$Macrolides,"$COMBINATIONS OF ANTIBACTERIALS$ANTIINFECTIVES$MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",$ANTIBACTERIALS FOR SYSTEMIC USE$OPHTHALMOLOGICALS$ANTIBACTERIALS FOR SYSTEMIC USE,$ANTIINFECTIVES FOR SYSTEMIC USE$SENSORY ORGANS$ANTIINFECTIVES FOR SYSTEMIC USE
1151789,37622529,8.59E-21,3.94E-13,adult_children_senior_youth,senior,etanercept,hypertension,Vascular disorders,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1151789,35607074,8.64E-21,3.97E-13,adult_children_senior_youth,children,etanercept,iridocyclitis,Eye disorders,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1119119,43053808,8.71E-21,4.00E-13,adult_children_senior_youth,youth,adalimumab,injection site bruising,General disorders and administration site conditions,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1521369,36617162,8.95E-21,4.11E-13,adult_senior,senior,norethindrone,breast cancer,Reproductive system and breast disorders,0,0,0,0
40171288,36009833,9.28E-21,4.26E-13,adult_children_senior_youth,youth,tocilizumab,rheumatoid arthritis,Immune system disorders,Interleukin inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1367571,35607096,9.41E-21,4.32E-13,adult_children_senior_youth,children,heparin,eyelid oedema,Immune system disorders,$Heparin group$Heparins or heparinoids for topical use$Other ophthalmologicals$Heparins or heparinoids for topical use$Heparin group,$ANTITHROMBOTIC AGENTS$ANTIVARICOSE THERAPY$OTHER OPHTHALMOLOGICALS$ANTIVARICOSE THERAPY$ANTITHROMBOTIC AGENTS,$ANTITHROMBOTIC AGENTS$VASOPROTECTIVES$OPHTHALMOLOGICALS$VASOPROTECTIVES$ANTITHROMBOTIC AGENTS,$BLOOD AND BLOOD FORMING ORGANS$CARDIOVASCULAR SYSTEM$SENSORY ORGANS$CARDIOVASCULAR SYSTEM$BLOOD AND BLOOD FORMING ORGANS
1125315,35809243,9.72E-21,4.46E-13,adult_children_senior_youth,youth,acetaminophen,pain,General disorders and administration site conditions,$Anilides$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics,$OTHER ANALGESICS AND ANTIPYRETICS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS,$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
836208,36211303,9.88E-21,4.54E-13,adult_children_senior_youth,senior,succinylcholine,injury,"Injury, poisoning and procedural complications",Choline derivatives,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
1308290,36110552,1.03E-20,4.72E-13,adult_children_senior_youth,senior,vincristine,infection,Infections and infestations,Vinca alkaloids and analogues,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1351541,35809104,1.06E-20,4.85E-13,adult_children_senior_youth,children,leuprolide,gait disturbance,General disorders and administration site conditions,$Gonadotropin releasing hormone analogues$Gonadotropin releasing hormone analogues,$HORMONES AND RELATED AGENTS$HORMONES AND RELATED AGENTS,$ENDOCRINE THERAPY$ENDOCRINE THERAPY,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1119119,35205168,1.08E-20,4.98E-13,adult_senior_youth,senior,adalimumab,coronary artery occlusion,Vascular disorders,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1636780,36211484,1.09E-20,5.00E-13,adult_children_senior_youth,children,testosterone,accidental exposure,"Injury, poisoning and procedural complications",$3-oxoandrosten (4) derivatives$Androgens and estrogens,$ANDROGENS$ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES
1322184,36718229,1.13E-20,5.18E-13,adult_children_senior_youth,youth,clopidogrel,hemiparesis,Nervous system disorders,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
1154343,36009700,1.14E-20,5.21E-13,adult_children_senior_youth,children,albuterol,asthma,"Respiratory, thoracic and mediastinal disorders",0,0,0,0
