drug_concept_id,outcome_concept_id,drug_concept,outcome_concept,group,sig_group,lrt_p,adj_p
1337068,35708208,ambrisentan,vomiting,adult_children_senior_youth,children_youth,6.52E-19,2.99E-11
745466,36718526,valproate,convulsion,adult_children_senior_youth,children_youth,6.90E-19,3.17E-11
1124957,36718317,oxycodone,loss of consciousness,adult_children_senior_youth,children_youth,7.19E-19,3.30E-11
1354118,35506786,epoprostenol,basedow's disease,adult_children_senior_youth,children_youth,7.96E-19,3.65E-11
1301267,36009892,melphalan,acute graft versus host disease in skin,adult_children_senior_youth,children_youth,1.13E-18,5.20E-11
19080458,37019321,eculizumab,renal impairment,adult_children_senior_youth,children_youth,1.19E-18,5.45E-11
1559684,35506636,glibenclamide,hypoglycaemia,adult_children_senior_youth,children_youth,1.90E-18,8.71E-11
956874,35809148,furosemide,multi-organ failure,adult_children_senior_youth,children_youth,2.33E-18,1.07E-10
1307046,35204966,metoprolol,cardiac arrest,adult_children_senior_youth,children_youth,4.76E-18,2.19E-10
923645,35708063,omeprazole,crohn's disease,adult_children_senior_youth,children_youth,6.68E-18,3.06E-10
1500211,35205025,medroxyprogesterone,dizziness,adult_children_senior_youth,children_youth,6.68E-18,3.07E-10
1310317,36009895,cyclophosphamide,graft versus host disease,adult_children_senior_youth,children_youth,7.37E-18,3.38E-10
1516976,35506494,insulin detemir,diabetic ketoacidosis,adult_children_senior_youth,children_youth,9.97E-18,4.58E-10
1110942,36009756,omalizumab,anaphylactic reaction,adult_children_senior_youth,children_youth,1.30E-17,5.96E-10
19010482,35104177,cyclosporine,thrombotic microangiopathy,adult_children_senior_youth,children_youth,1.47E-17,6.76E-10
1551099,36717998,prednisone,cerebral haemorrhage,adult_children_senior_youth,children_youth,2.05E-17,9.43E-10
956874,36315580,furosemide,blood urea increased,adult_children_senior_youth,children_youth,2.11E-17,9.67E-10
1309944,35204966,amiodarone,cardiac arrest,adult_children_senior_youth,children_youth,2.12E-17,9.71E-10
931973,36110591,protease,lung infection,adult_children_senior_youth,children_youth,2.27E-17,1.04E-09
19010482,35809054,cyclosporine,pyrexia,adult_children_senior_youth,children_youth,2.34E-17,1.07E-09
1314002,37622449,atenolol,hypotension,adult_children_senior_youth,children_youth,2.49E-17,1.15E-09
1036525,36718382,sulfur,skin burning sensation,adult_children_senior_youth,children_youth,2.54E-17,1.16E-09
19010482,36110888,cyclosporine,epstein-barr virus infection,adult_children_senior_youth,children_youth,2.90E-17,1.33E-09
989878,42889647,lidocaine,toxicity to various agents,adult_children_senior_youth,children_youth,4.18E-17,1.92E-09
1346823,35205272,carvedilol,cardiomyopathy,adult_children_senior_youth,children_youth,4.43E-17,2.03E-09
19011440,36316184,everolimus,drug level decreased,adult_children_senior_youth,children_youth,4.63E-17,2.12E-09
19025274,35809310,oxygen,drug interaction,adult_children_senior_youth,children_youth,5.39E-17,2.47E-09
725131,36919236,mirtazapine,suicide attempt,adult_children_senior_youth,children_youth,6.46E-17,2.96E-09
1112921,36416485,ipratropium,lactic acidosis,adult_children_senior_youth,children_youth,6.48E-17,2.97E-09
1307046,35205246,metoprolol,cardiogenic shock,adult_children_senior_youth,children_youth,7.52E-17,3.45E-09
740275,36718526,carbamazepine,convulsion,adult_children_senior_youth,children_youth,1.23E-16,5.66E-09
1500211,35506577,medroxyprogesterone,amenorrhoea,adult_children_youth,children_youth,1.44E-16,6.60E-09
1301267,37622529,melphalan,hypertension,adult_children_senior_youth,children_youth,1.52E-16,6.99E-09
1124957,36718288,oxycodone,coma,adult_children_senior_youth,children_youth,1.81E-16,8.30E-09
1154161,36919232,montelukast,self injurious behaviour,adult_children_senior_youth,children_youth,1.97E-16,9.02E-09
1119119,36110534,adalimumab,abscess,adult_children_senior_youth,children_youth,2.23E-16,1.02E-08
915542,35809155,brimonidine,pallor,adult_children_senior_youth,children_youth,2.90E-16,1.33E-08
1307046,43053904,metoprolol,exposure during pregnancy,adult_children_youth,children_youth,3.68E-16,1.69E-08
988095,35909571,ursodeoxycholate,venoocclusive liver disease,adult_children_senior_youth,children_youth,3.81E-16,1.75E-08
1305058,36110649,methotrexate,septic shock,adult_children_senior_youth,children_youth,4.39E-16,2.02E-08
1305058,35708642,methotrexate,stomatitis,adult_children_senior_youth,children_youth,5.54E-16,2.54E-08
1154161,36919117,montelukast,mental disorder,adult_children_senior_youth,children_youth,5.59E-16,2.56E-08
1174888,35204966,hydrocodone,cardiac arrest,adult_children_senior_youth,children_youth,7.27E-16,3.34E-08
1500211,36315381,medroxyprogesterone,weight increased,adult_children_senior_youth,children_youth,8.39E-16,3.85E-08
1503297,37521163,metformin,haemodialysis,adult_children_senior_youth,children_youth,8.49E-16,0.000000039
744740,35204970,zolpidem,cardio-respiratory arrest,adult_children_senior_youth,children_youth,9.76E-16,4.48E-08
1327256,36009735,treprostinil,dermatitis contact,adult_children_senior_youth,children_youth,1.04E-15,4.75E-08
991876,36718288,loperamide,coma,adult_children_senior_youth,children_youth,1.09E-15,4.99E-08
1310317,35104199,cyclophosphamide,haematotoxicity,adult_children_senior_youth,children_youth,1.13E-15,5.18E-08
750982,36718526,bupropion,convulsion,adult_children_senior_youth,children_youth,1.26E-15,0.000000058
1305058,37219863,methotrexate,pleural effusion,adult_children_senior_youth,children_youth,1.28E-15,5.89E-08
1501700,35204966,levothyroxine,cardiac arrest,adult_children_senior_youth,children_youth,1.35E-15,6.21E-08
740275,36776613,carbamazepine,seizure,adult_children_senior_youth,children_youth,1.69E-15,7.74E-08
1316262,36009735,sildenafil,dermatitis contact,adult_children_senior_youth,children_youth,2.39E-15,0.00000011
1119119,36918858,adalimumab,anxiety,adult_children_senior_youth,children_youth,2.45E-15,0.000000112
1154161,36919053,montelukast,affective disorder,adult_children_senior_youth,children_youth,2.59E-15,0.000000119
1551099,35104877,prednisone,febrile neutropenia,adult_children_senior_youth,children_youth,2.63E-15,0.000000121
991876,36919236,loperamide,suicide attempt,adult_children_senior_youth,children_youth,3.15E-15,0.000000145
1301267,35909571,melphalan,venoocclusive liver disease,adult_children_senior_youth,children_youth,3.16E-15,0.000000145
1550557,36009895,prednisolone,graft versus host disease,adult_children_senior_youth,children_youth,3.29E-15,0.000000151
1398937,36315381,clonidine,weight increased,adult_children_senior_youth,children_youth,3.74E-15,0.000000172
1151789,43562826,etanercept,fear of injection,adult_children_senior_youth,children_youth,3.74E-15,0.000000172
1304107,35104883,imatinib,neutropenia,adult_children_senior_youth,children_youth,5.16E-15,0.000000237
750982,36718510,bupropion,grand mal convulsion,adult_children_senior_youth,children_youth,5.68E-15,0.000000261
1151789,36718132,etanercept,headache,adult_children_senior_youth,children_youth,6.25E-15,0.000000287
1539403,36919230,simvastatin,completed suicide,adult_children_senior_youth,children_youth,7.11E-15,0.000000326
744740,35204966,zolpidem,cardiac arrest,adult_children_senior_youth,children_youth,7.69E-15,0.000000353
1124300,37019425,diclofenac,haematuria,adult_children_senior_youth,children_youth,7.84E-15,0.00000036
750982,35204966,bupropion,cardiac arrest,adult_children_senior_youth,children_youth,8.34E-15,0.000000383
1551099,37019440,prednisone,proteinuria,adult_children_senior_youth,children_youth,9.15E-15,0.00000042
836715,42889647,temazepam,toxicity to various agents,adult_children_senior_youth,children_youth,1.22E-14,0.000000559
964407,37320257,salicylic acid,acne,adult_children_senior_youth,children_youth,1.31E-14,0.000000603
1707687,35104236,vancomycin,histiocytosis haematophagic,adult_children_senior_youth,children_youth,1.37E-14,0.00000063
1301125,35708663,epoetin alfa,peritonitis,adult_children_senior_youth,children_youth,1.43E-14,0.000000658
722424,36718132,interferon beta-1a,headache,adult_children_senior_youth,children_youth,1.44E-14,0.00000066
1314273,37019440,rituximab,proteinuria,adult_children_senior_youth,children_youth,1.48E-14,0.000000678
711584,35809115,levetiracetam,condition aggravated,adult_children_senior_youth,children_youth,1.77E-14,0.000000814
1544838,35506494,insulin glulisine,diabetic ketoacidosis,adult_children_senior_youth,children_youth,2.06E-14,0.000000948
40171288,36313476,tocilizumab,white blood cell count decreased,adult_children_senior_youth,children_youth,2.23E-14,0.00000103
931973,36316012,protease,pulmonary function test decreased,adult_children_youth,children_youth,2.26E-14,0.00000104
1310317,37019261,cyclophosphamide,cystitis haemorrhagic,adult_children_senior_youth,children_youth,2.29E-14,0.00000105
1518254,35809207,dexamethasone,mucosal inflammation,adult_children_senior_youth,children_youth,2.36E-14,0.00000108
40171288,35104871,tocilizumab,lymphopenia,adult_children_senior_youth,children_youth,2.72E-14,0.00000125
1304850,36009891,filgrastim,acute graft versus host disease,adult_children_senior_youth,children_youth,2.94E-14,0.00000135
1350504,36009891,etoposide,acute graft versus host disease,adult_children_youth,children_youth,3.14E-14,0.00000144
735979,36312331,risperidone,blood prolactin increased,adult_children_senior_youth,children_youth,3.48E-14,0.0000016
1709170,35104236,meropenem,histiocytosis haematophagic,adult_children_senior_youth,children_youth,3.69E-14,0.00000169
1551099,35707713,prednisone,pancreatitis,adult_children_senior_youth,children_youth,3.94E-14,0.00000181
929887,35708063,lansoprazole,crohn's disease,adult_children_senior_youth,children_youth,4.09E-14,0.00000188
750982,36718151,bupropion,brain oedema,adult_children_senior_youth,children_youth,4.40E-14,0.00000202
975125,36718123,hydrocortisone,leukoencephalopathy,adult_children_youth,children_youth,4.64E-14,0.00000213
1154029,37622449,fentanyl,hypotension,adult_children_senior_youth,children_youth,5.07E-14,0.00000233
1186087,35708202,abatacept,nausea,adult_children_senior_youth,children_youth,5.21E-14,0.00000239
1707687,35809054,vancomycin,pyrexia,adult_children_senior_youth,children_youth,6.40E-14,0.00000294
705103,36718526,lamotrigine,convulsion,adult_children_senior_youth,children_youth,8.99E-14,0.00000413
1149380,36918942,fluticasone,depression,adult_children_senior_youth,children_youth,9.53E-14,0.00000438
1501700,35506636,levothyroxine,hypoglycaemia,adult_children_senior_youth,children_youth,1.15E-13,0.00000527
1103314,36718526,tramadol,convulsion,adult_children_senior_youth,children_youth,1.29E-13,0.00000593
797399,35204966,gabapentin,cardiac arrest,adult_children_senior_youth,children_youth,1.32E-13,0.00000607
781039,36718317,alprazolam,loss of consciousness,adult_children_senior_youth,children_youth,1.33E-13,0.00000608
1503297,36315381,metformin,weight increased,adult_children_senior_youth,children_youth,1.76E-13,0.00000808
35604848,36516765,selexipag,pain in jaw,adult_children_senior_youth,children_youth,2.03E-13,0.00000933
1118084,42889647,celecoxib,toxicity to various agents,adult_children_senior_youth,children_youth,2.04E-13,0.00000936
715233,35808844,baclofen,catheter related complication,adult_children_senior_youth,children_youth,2.31E-13,0.0000106
1310317,36718008,cyclophosphamide,haemorrhage intracranial,adult_children_senior_youth,children_youth,2.35E-13,0.0000108
1316262,35708208,sildenafil,vomiting,adult_children_senior_youth,children_youth,3.04E-13,0.000014
1311078,36718229,cytarabine,hemiparesis,adult_children_senior_youth,children_youth,3.53E-13,0.0000162
1124300,36009762,diclofenac,angioedema,adult_children_senior_youth,children_youth,3.70E-13,0.000017
1550023,36416482,insulin lispro,ketoacidosis,adult_children_senior_youth,children_youth,3.76E-13,0.0000173
950637,36110954,tacrolimus,skin papilloma,adult_children_senior_youth,children_youth,4.06E-13,0.0000186
1703687,35104826,acyclovir,eosinophilia,adult_children_senior_youth,children_youth,4.10E-13,0.0000188
1125315,36919059,acetaminophen,aggression,adult_children_senior_youth,children_youth,4.43E-13,0.0000203
1310149,36009735,warfarin,dermatitis contact,adult_children_senior_youth,children_youth,4.68E-13,0.0000215
1305058,36313091,methotrexate,prothrombin time prolonged,adult_children_senior_youth,children_youth,5.02E-13,0.0000231
1112807,35607150,aspirin,periorbital oedema,adult_children_senior_youth,children_youth,5.13E-13,0.0000236
1305058,35707991,methotrexate,clostridium difficile colitis,adult_children_senior_youth,children_youth,5.34E-13,0.0000245
1305447,36818729,methyldopa,premature baby,adult_children_youth,children_youth,6.03E-13,0.0000277
703547,35204966,trazodone,cardiac arrest,adult_children_senior_youth,children_youth,6.16E-13,0.0000283
1305058,35104103,methotrexate,bone marrow failure,adult_children_senior_youth,children_youth,6.31E-13,0.000029
1149196,36919235,cetirizine,suicidal ideation,adult_children_senior_youth,children_youth,6.84E-13,0.0000314
931973,35809115,protease,condition aggravated,adult_children_senior_youth,children_youth,8.13E-13,0.0000373
1353766,35204966,propranolol,cardiac arrest,adult_children_senior_youth,children_youth,9.04E-13,0.0000415
1550557,36110888,prednisolone,epstein-barr virus infection,adult_children_senior_youth,children_youth,9.46E-13,0.0000434
1174888,37219893,hydrocodone,respiratory arrest,adult_children_senior_youth,children_youth,1.06E-12,0.0000486
942350,35205240,torasemide,cardiac failure,adult_children_senior_youth,children_youth,1.18E-12,0.0000542
1781406,35104074,stavudine,anaemia,adult_children_senior_youth,children_youth,1.19E-12,0.0000547
1551099,37019292,prednisone,nephrotic syndrome,adult_children_senior_youth,children_youth,1.22E-12,0.000056
1305058,36416485,methotrexate,lactic acidosis,adult_children_senior_youth,children_youth,1.26E-12,0.0000579
1332418,36416501,amlodipine,respiratory failure,adult_children_senior_youth,children_youth,1.29E-12,0.000059
1154161,36919233,montelukast,self-injurious ideation,adult_children_senior_youth,children_youth,1.79E-12,0.0000822
950637,35707751,tacrolimus,acute graft versus host disease in intestine,adult_children_senior_youth,children_youth,1.81E-12,0.0000832
40244464,36416501,ruxolitinib,respiratory failure,adult_children_senior_youth,children_youth,2.04E-12,0.0000939
705103,36718530,lamotrigine,epilepsy,adult_children_senior_youth,children_youth,2.56E-12,0.000117509
1353256,35204966,propafenone,cardiac arrest,adult_children_senior_youth,children_youth,2.90E-12,0.000133039
1103640,36211188,methadone,therapeutic agent toxicity,adult_children_youth,children_youth,3.22E-12,0.00014779
1337068,36009735,ambrisentan,dermatitis contact,adult_children_senior_youth,children_youth,3.26E-12,0.000149627
1354860,35204985,flecainide,ventricular tachycardia,adult_children_senior_youth,children_youth,3.42E-12,0.000156952
1305058,35204966,methotrexate,cardiac arrest,adult_children_senior_youth,children_youth,3.80E-12,0.000174352
735979,35506649,risperidone,hyperprolactinaemia,adult_children_senior_youth,children_youth,4.23E-12,0.000194093
1367500,37019440,losartan,proteinuria,adult_children_senior_youth,children_youth,4.48E-12,0.000205471
968426,35707714,mesalamine,pancreatitis acute,adult_children_senior_youth,children_youth,4.53E-12,0.000207867
1310149,37521795,warfarin,lung transplant,adult_children_senior_youth,children_youth,4.71E-12,0.000216113
19011440,36110933,everolimus,influenza,adult_children_senior_youth,children_youth,5.60E-12,0.000257245
1308290,35104161,vincristine,coagulopathy,adult_children_senior_youth,children_youth,5.72E-12,0.000262624
1502905,35708208,insulin glargine,vomiting,adult_children_senior_youth,children_youth,6.30E-12,0.000289077
19049105,35205240,potassium chloride,cardiac failure,adult_children_senior_youth,children_youth,6.82E-12,0.000313091
1305058,35809315,methotrexate,potentiating drug interaction,adult_children_senior_youth,children_youth,7.42E-12,0.000340421
1119119,35708208,adalimumab,vomiting,adult_children_senior_youth,children_youth,8.16E-12,0.000374491
1119119,35809007,adalimumab,injection site papule,adult_children_senior_youth,children_youth,9.38E-12,0.000430393
734275,36718526,phenobarbital,convulsion,adult_children_senior_youth,children_youth,9.51E-12,0.000436543
1326303,35204963,digoxin,supraventricular tachycardia,adult_children_senior_youth,children_youth,9.53E-12,0.000437415
797399,35204928,gabapentin,bradycardia,adult_children_senior_youth,children_youth,1.11E-11,0.000509606
743670,36776613,venlafaxine,seizure,adult_children_senior_youth,children_youth,1.14E-11,0.000524684
1124300,37019295,diclofenac,tubulointerstitial nephritis,adult_children_senior_youth,children_youth,1.34E-11,0.000613383
1310149,35808857,warfarin,catheter site pain,adult_children_senior_youth,children_youth,1.34E-11,0.000615235
1777087,36009823,hydroxychloroquine,systemic lupus erythematosus,adult_children_senior_youth,children_youth,1.40E-11,0.000640344
1524674,35809079,zoledronic acid,malaise,adult_children_senior_youth,children_youth,1.53E-11,0.000702425
19011440,36316186,everolimus,drug level increased,adult_children_senior_youth,children_youth,1.55E-11,0.000711543
1308290,35104877,vincristine,febrile neutropenia,adult_children_senior_youth,senior,7.00E-264,3.21E-256
1151789,36009833,etanercept,rheumatoid arthritis,adult_children_senior_youth,senior,2.07E-184,9.51E-177
964407,36919230,salicylic acid,completed suicide,adult_children_senior_youth,senior,2.59E-174,1.19E-166
19010482,35607122,cyclosporine,eye irritation,adult_children_senior_youth,senior,2.84E-147,1.30E-139
955372,36919230,ethanol,completed suicide,adult_children_senior_youth,senior,5.16E-144,2.37E-136
1500211,36617163,medroxyprogesterone,breast cancer female,adult_children_senior_youth,senior,7.65E-122,3.51E-114
19010482,35607483,cyclosporine,vision blurred,adult_children_senior_youth,senior,4.41E-121,2.02E-113
1119119,36009833,adalimumab,rheumatoid arthritis,adult_children_senior_youth,senior,1.19E-118,5.44E-111
708298,36211303,midazolam,injury,adult_children_senior_youth,senior,1.16E-117,5.31E-110
1311276,36919183,vardenafil,erectile dysfunction,adult_senior_youth,senior,8.14E-111,3.74E-103
708298,36919046,midazolam,emotional distress,adult_children_senior_youth,senior,8.61E-108,3.95E-100
19010482,35606964,cyclosporine,eye pain,adult_children_senior_youth,senior,3.65E-98,1.67E-90
1500211,36617162,medroxyprogesterone,breast cancer,adult_children_senior,senior,5.17E-98,2.37E-90
40241331,35707871,rivaroxaban,upper gastrointestinal haemorrhage,adult_children_senior_youth,senior,5.49E-97,2.52E-89
708298,36918858,midazolam,anxiety,adult_children_senior_youth,senior,4.70E-90,2.16E-82
1112807,35707864,aspirin,gastrointestinal haemorrhage,adult_children_senior_youth,senior,9.97E-90,4.58E-82
1311078,35104351,cytarabine,acute myeloid leukaemia,adult_children_senior_youth,senior,1.08E-71,4.97E-64
19003999,36516828,mycophenolate mofetil,psoriatic arthropathy,adult_senior,senior,2.70E-71,1.24E-63
1305058,35104113,methotrexate,pancytopenia,adult_children_senior_youth,senior,6.75E-67,3.10E-59
708298,36918869,midazolam,fear,adult_children_senior_youth,senior,2.15E-63,9.86E-56
1151789,35506609,etanercept,diabetes mellitus,adult_children_senior_youth,senior,1.62E-62,7.42E-55
1336825,42889647,bortezomib,toxicity to various agents,adult_children_senior_youth,senior,2.79E-61,1.28E-53
1151789,36718175,etanercept,memory impairment,adult_children_senior_youth,senior,1.01E-60,4.66E-53
1503297,36416514,metformin,decreased appetite,adult_children_senior_youth,senior,5.92E-57,2.72E-49
735979,35809041,risperidone,hypothermia,adult_children_senior_youth,senior,1.99E-54,9.15E-47
1119119,35205189,adalimumab,myocardial infarction,adult_children_senior_youth,senior,8.30E-54,3.81E-46
1707687,36211303,vancomycin,injury,adult_children_senior_youth,senior,2.18E-53,1.00E-45
1500211,36312409,medroxyprogesterone,oestrogen receptor assay positive,adult_senior,senior,3.86E-53,1.77E-45
956874,35204953,furosemide,atrial fibrillation,adult_children_senior_youth,senior,5.70E-52,2.62E-44
708298,35809243,midazolam,pain,adult_children_senior_youth,senior,6.79E-52,3.12E-44
40241331,35707868,rivaroxaban,lower gastrointestinal haemorrhage,adult_children_senior_youth,senior,1.66E-51,7.63E-44
1124300,35809357,diclofenac,therapeutic response unexpected,adult_children_senior_youth,senior,1.22E-49,5.62E-42
19010482,35607130,cyclosporine,ocular hyperaemia,adult_children_senior_youth,senior,1.53E-49,7.00E-42
40171288,36516828,tocilizumab,psoriatic arthropathy,adult_children_senior,senior,5.08E-49,2.33E-41
708298,36918947,midazolam,anhedonia,adult_children_senior_youth,senior,2.34E-48,1.08E-40
19010482,35606950,cyclosporine,lacrimation increased,adult_children_senior_youth,senior,3.08E-47,1.41E-39
1110410,36009738,morphine,drug hypersensitivity,adult_children_senior_youth,senior,3.54E-46,1.63E-38
1124300,46276591,diclofenac,wrong technique in product usage process,adult_children_senior_youth,senior,7.09E-46,3.25E-38
708298,36918861,midazolam,stress,adult_children_senior_youth,senior,8.57E-46,3.93E-38
722031,36416600,paroxetine,hyponatraemia,adult_children_senior_youth,senior,9.48E-46,4.35E-38
1351541,36211550,leuprolide,syringe issue,adult_children_senior,senior,1.21E-45,5.55E-38
1314273,36110978,rituximab,progressive multifocal leukoencephalopathy,adult_children_senior_youth,senior,1.62E-45,7.45E-38
735979,37622449,risperidone,hypotension,adult_children_senior_youth,senior,4.71E-45,2.16E-37
735979,36718288,risperidone,coma,adult_children_senior_youth,senior,4.77E-45,2.19E-37
1151789,36718005,etanercept,cerebrovascular accident,adult_children_senior_youth,senior,4.57E-44,2.10E-36
1119119,35506609,adalimumab,diabetes mellitus,adult_children_senior_youth,senior,7.30E-44,3.35E-36
1201620,36009738,codeine,drug hypersensitivity,adult_children_senior_youth,senior,1.08E-43,4.98E-36
753626,36919046,propofol,emotional distress,adult_children_senior_youth,senior,2.36E-43,1.08E-35
735979,35809131,risperidone,general physical health deterioration,adult_children_senior_youth,senior,2.57E-43,1.18E-35
1102527,36009738,meperidine,drug hypersensitivity,adult_children_senior_youth,senior,1.65E-42,7.59E-35
1310317,36110978,cyclophosphamide,progressive multifocal leukoencephalopathy,adult_children_senior_youth,senior,3.22E-42,1.48E-34
1547504,35204970,rosiglitazone,cardio-respiratory arrest,adult_senior,senior,3.43E-42,1.57E-34
1314273,36516828,rituximab,psoriatic arthropathy,adult_senior,senior,2.96E-41,1.36E-33
757352,36718556,eszopiclone,middle insomnia,adult_children_senior_youth,senior,2.54E-40,1.17E-32
1704183,36416686,lamivudine,fanconi syndrome acquired,adult_children_senior,senior,3.62E-38,1.66E-30
1119119,37219871,adalimumab,pulmonary embolism,adult_children_senior_youth,senior,4.05E-38,1.86E-30
1518254,35809076,dexamethasone,fatigue,adult_children_senior_youth,senior,4.09E-38,1.88E-30
1717704,36211190,valacyclovir,toxic encephalopathy,adult_children_senior,senior,6.52E-38,2.99E-30
1762711,35104304,ribavirin,hyperbilirubinaemia,adult_children_senior_youth,senior,6.57E-38,3.02E-30
1500211,36312432,medroxyprogesterone,progesterone receptor assay positive,adult_senior,senior,2.59E-37,1.19E-29
1308290,35909577,vincristine,hepatitis b,adult_children_senior_youth,senior,3.48E-37,1.60E-29
1119119,36718005,adalimumab,cerebrovascular accident,adult_children_senior_youth,senior,3.94E-37,1.81E-29
785788,35809041,olanzapine,hypothermia,adult_children_senior_youth,senior,4.42E-37,2.03E-29
735979,36211297,risperidone,fall,adult_children_senior_youth,senior,1.80E-36,8.26E-29
1338005,35204953,bisoprolol,atrial fibrillation,adult_children_senior_youth,senior,6.28E-36,2.88E-28
1547504,35204953,rosiglitazone,atrial fibrillation,adult_children_senior,senior,7.58E-36,3.48E-28
1502905,35607485,insulin glargine,visual impairment,adult_children_senior_youth,senior,7.95E-36,3.65E-28
1395557,36110978,fludarabine,progressive multifocal leukoencephalopathy,adult_children_senior_youth,senior,1.11E-35,5.09E-28
937368,36009833,infliximab,rheumatoid arthritis,adult_children_senior_youth,senior,1.15E-35,5.28E-28
1762711,35205230,ribavirin,ascites,adult_children_senior_youth,senior,1.61E-35,7.39E-28
1119119,35204966,adalimumab,cardiac arrest,adult_children_senior_youth,senior,2.70E-35,1.24E-27
735979,36416600,risperidone,hyponatraemia,adult_children_senior_youth,senior,2.81E-35,1.29E-27
1151789,35406369,etanercept,hypoacusis,adult_children_senior_youth,senior,9.76E-35,4.48E-27
1151789,36516972,etanercept,musculoskeletal disorder,adult_children_senior_youth,senior,1.57E-34,7.21E-27
705944,36110597,methylphenidate,pneumonia,adult_children_senior_youth,senior,5.73E-34,2.63E-26
1151789,35204989,etanercept,cardiac disorder,adult_children_senior_youth,senior,5.85E-34,2.68E-26
1301267,36516749,melphalan,osteonecrosis,adult_children_senior,senior,6.49E-34,2.98E-26
1177480,35104877,ibuprofen,febrile neutropenia,adult_children_senior_youth,senior,1.02E-33,4.68E-26
19010482,35607109,cyclosporine,eye discharge,adult_children_senior_youth,senior,7.53E-33,3.46E-25
708298,35809170,midazolam,unevaluable event,adult_children_senior_youth,senior,2.76E-32,1.27E-24
40241331,35204953,rivaroxaban,atrial fibrillation,adult_children_senior_youth,senior,3.57E-32,1.64E-24
19010482,35607123,cyclosporine,eye pruritus,adult_children_senior_youth,senior,6.94E-32,3.19E-24
800878,36718256,clozapine,parkinson's disease,adult_senior_youth,senior,1.58E-31,7.25E-24
1151789,35606985,etanercept,glaucoma,adult_children_senior_youth,senior,1.87E-31,8.61E-24
912263,35606985,certolizumab pegol,glaucoma,adult_children_senior,senior,3.06E-31,1.41E-23
753626,36918858,propofol,anxiety,adult_children_senior_youth,senior,3.49E-31,1.60E-23
715259,36416600,duloxetine,hyponatraemia,adult_senior_youth,senior,3.63E-31,1.67E-23
1762711,43053853,ribavirin,hepatocellular carcinoma,adult_children_senior,senior,3.78E-31,1.73E-23
1777087,36516828,hydroxychloroquine,psoriatic arthropathy,adult_senior_youth,senior,5.72E-31,2.62E-23
1186087,36516828,abatacept,psoriatic arthropathy,adult_senior_youth,senior,9.01E-31,4.14E-23
937368,36617162,infliximab,breast cancer,adult_children_senior_youth,senior,1.44E-30,6.62E-23
745466,36718259,valproate,parkinsonism,adult_children_senior_youth,senior,9.44E-30,4.33E-22
1151789,35205189,etanercept,myocardial infarction,adult_children_senior_youth,senior,1.10E-29,5.06E-22
766814,36211297,quetiapine,fall,adult_children_senior_youth,senior,2.69E-29,1.24E-21
1151789,36617162,etanercept,breast cancer,adult_children_senior,senior,3.19E-29,1.46E-21
735979,36718321,risperidone,somnolence,adult_children_senior_youth,senior,4.37E-29,2.01E-21
1119119,36516824,adalimumab,osteoarthritis,adult_children_senior_youth,senior,7.20E-29,3.31E-21
1333357,36314622,busulfan,cytomegalovirus test positive,adult_children_senior_youth,senior,1.64E-28,7.54E-21
1836948,36009738,tetracycline,drug hypersensitivity,adult_senior_youth,senior,3.18E-28,1.46E-20
1351541,46276591,leuprolide,wrong technique in product usage process,adult_children_senior,senior,3.32E-28,1.52E-20
19010482,35607320,cyclosporine,photophobia,adult_children_senior_youth,senior,3.94E-28,1.81E-20
937368,35809361,infliximab,treatment failure,adult_children_senior_youth,senior,4.04E-28,1.85E-20
1500211,36617164,medroxyprogesterone,breast cancer in situ,adult_senior,senior,4.52E-28,2.07E-20
1151789,36211297,etanercept,fall,adult_children_senior_youth,senior,5.33E-28,2.45E-20
735979,37219820,risperidone,pneumonia aspiration,adult_children_senior_youth,senior,5.81E-28,2.67E-20
1133201,36211504,buprenorphine,inadequate analgesia,adult_senior_youth,senior,8.87E-28,4.07E-20
766814,35809131,quetiapine,general physical health deterioration,adult_children_senior_youth,senior,1.14E-27,5.22E-20
937368,36617945,infliximab,skin cancer,adult_children_senior_youth,senior,1.33E-27,6.08E-20
1119119,37622529,adalimumab,hypertension,adult_children_senior_youth,senior,1.59E-27,7.29E-20
753626,36918869,propofol,fear,adult_children_senior_youth,senior,1.75E-27,8.02E-20
1704183,36416574,lamivudine,hypophosphataemia,adult_children_senior_youth,senior,1.75E-27,8.04E-20
1151789,36516896,etanercept,hand deformity,adult_children_senior_youth,senior,4.78E-27,2.19E-19
1518254,35809170,dexamethasone,unevaluable event,adult_children_senior_youth,senior,5.28E-27,2.42E-19
1518254,37622465,dexamethasone,deep vein thrombosis,adult_children_senior_youth,senior,5.36E-27,2.46E-19
1762711,35909517,ribavirin,hepatic encephalopathy,adult_children_senior,senior,6.03E-27,2.77E-19
1704183,35306159,lamivudine,fanconi syndrome,adult_children_senior_youth,senior,6.30E-27,2.89E-19
766814,35809310,quetiapine,drug interaction,adult_children_senior_youth,senior,8.13E-27,3.73E-19
1346823,35204953,carvedilol,atrial fibrillation,adult_children_senior_youth,senior,1.15E-26,5.28E-19
1710612,35809310,zidovudine,drug interaction,adult_children_senior_youth,senior,1.33E-26,6.09E-19
1308290,36110978,vincristine,progressive multifocal leukoencephalopathy,adult_children_senior_youth,senior,1.99E-26,9.15E-19
1548195,36517125,estradiol,synovitis,adult_senior,senior,2.17E-26,9.97E-19
